Node,Node type,Lat,Lon,Weight 1,Edge1,Edge1 Name,Type,Weight 2,Edge2,Edge2 Name,Type,Weight 3,Edge3,Edge3 Name,Type,Weight 4,Edge4,Edge4 Name,Type,Weight 5,Edge5,Edge5 Name,Type
677 PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 820677,HDB,1.4058423,103.9098289,155,DAMAI LRT STATION[PE7],walking,walk,126,DAMAI STN EXIT A (65309),walking,walk,164,DAMAI STN EXIT B (65301),walking,walk,,,,,,,,
678 PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 820678,HDB,1.4060817,103.9088785,98,DAMAI LRT STATION[PE7],walking,walk,129,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,,,,,
679 PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 820679,HDB,1.4062219,103.908205,115,DAMAI LRT STATION[PE7],walking,walk,175,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,,,,,
681 PUNGGOL DRIVE SINGHEALTH POLYCLINICS (PUNGGOL POLYCLINIC) SINGAPORE 820681,HDB,1.4028785,103.9131957,87,OASIS LRT STATION[PE6],walking,walk,89,OASIS STN EXIT A (65319),walking,walk,103,OASIS STN EXIT B/BLK 617D (65311),walking,walk,332,BLK 670A (65399),walking,walk,,,,
612A PUNGGOL DRIVE DAMAI GROVE SINGAPORE 821612,HDB,1.4041643,103.9091177,135,DAMAI LRT STATION[PE7],walking,walk,62,DAMAI STN EXIT B (65301),walking,walk,86,DAMAI STN EXIT A (65309),walking,walk,225,BLK 604A (65099),walking,walk,,,,
613A PUNGGOL DRIVE DAMAI GROVE SINGAPORE 821613,HDB,1.4044205,103.907861,120,DAMAI LRT STATION[PE7],walking,walk,83,BLK 604A (65099),walking,walk,153,BLK 301A (65091),walking,walk,153,DAMAI STN EXIT A (65309),walking,walk,,,,
616A PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 821616,HDB,1.401281,103.9126866,109,OASIS LRT STATION[PE6],walking,walk,83,OASIS STN EXIT B/BLK 617D (65311),walking,walk,146,OASIS STN EXIT A (65319),walking,walk,241,HORIZON PR SCH (65411),walking,walk,,,,
617A PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 821617,HDB,1.4023293,103.9118114,99,OASIS LRT STATION[PE6],walking,walk,75,OASIS STN EXIT A (65319),walking,walk,121,OASIS STN EXIT B/BLK 617D (65311),walking,walk,193,OPP PUNGGOL SEC SCH (65389),walking,walk,,,,
618A PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 821618,HDB,1.4011264,103.9124627,129,OASIS LRT STATION[PE6],walking,walk,108,OASIS STN EXIT B/BLK 617D (65311),walking,walk,161,OASIS STN EXIT A (65319),walking,walk,240,OPP BLK 188 (65271),walking,walk,,,,
619A PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 821619,HDB,1.4026052,103.9114267,147,OASIS LRT STATION[PE6],walking,walk,113,OASIS STN EXIT A (65319),walking,walk,155,OPP PUNGGOL SEC SCH (65389),walking,walk,172,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
632A PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 821632,HDB,1.4006955,103.91334,188,OASIS LRT STATION[PE6],walking,walk,149,HORIZON PR SCH (65411),walking,walk,153,OPP HORIZON PR SCH (65419),walking,walk,156,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
633A PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 821633,HDB,1.4013697,103.9131916,113,OASIS LRT STATION[PE6],walking,walk,80,OASIS STN EXIT B/BLK 617D (65311),walking,walk,157,OASIS STN EXIT A (65319),walking,walk,225,HORIZON PR SCH (65411),walking,walk,,,,
635A PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 821635,HDB,1.4009491,103.9137774,188,OASIS LRT STATION[PE6],walking,walk,156,OASIS STN EXIT B/BLK 617D (65311),walking,walk,166,OPP HORIZON PR SCH (65419),walking,walk,167,HORIZON PR SCH (65411),walking,walk,,,,
636A PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 821636,HDB,1.4002542,103.9139538,263,OASIS LRT STATION[PE6],walking,walk,88,OPP HORIZON PR SCH (65419),walking,walk,90,HORIZON PR SCH (65411),walking,walk,230,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
637A PUNGGOL DRIVE THE MEADOWS SINGAPORE 821637,HDB,1.3996937,103.914597,208,KADALOOR LRT STATION[PE5],walking,walk,75,OPP HORIZON PR SCH (65419),walking,walk,87,HORIZON PR SCH (65411),walking,walk,171,KADALOOR STN EXIT A (65329),walking,walk,,,,
638A PUNGGOL DRIVE THE MEADOWS SINGAPORE 821638,HDB,1.400124,103.9148717,188,KADALOOR LRT STATION[PE5],walking,walk,125,OPP HORIZON PR SCH (65419),walking,walk,136,HORIZON PR SCH (65411),walking,walk,141,KADALOOR STN EXIT A (65329),walking,walk,,,,
640A PUNGGOL DRIVE THE MEADOWS SINGAPORE 821640,HDB,1.3992941,103.9157293,86,KADALOOR LRT STATION[PE5],walking,walk,79,KADALOOR STN EXIT A (65329),walking,walk,97,KADALOOR STN EXIT B (65321),walking,walk,198,OPP HORIZON PR SCH (65419),walking,walk,,,,
641A PUNGGOL DRIVE THE MEADOWS SINGAPORE 821641,HDB,1.3985548,103.9170016,126,KADALOOR LRT STATION[PE5],walking,walk,107,KADALOOR STN EXIT B (65321),walking,walk,177,KADALOOR STN EXIT A (65329),walking,walk,202,AFT PUNGGOL CTRL (65181),walking,walk,,,,
642A PUNGGOL DRIVE THE MEADOWS SINGAPORE 821642,HDB,1.3981628,103.9167142,157,KADALOOR LRT STATION[PE5],walking,walk,141,KADALOOR STN EXIT B (65321),walking,walk,176,AFT PUNGGOL CTRL (65181),walking,walk,201,BEF PUNGGOL CTRL (65189),walking,walk,,,,
653A PUNGGOL DRIVE WATERWAY SUNRISE II SINGAPORE 821653,HDB,1.3979173,103.9193078,364,KADALOOR LRT STATION[PE5],walking,walk,80,OPP WATERWAY PR SCH (65569),walking,walk,102,WATERWAY PR SCH (65561),walking,walk,195,BEF PUNGGOL CTRL (65189),walking,walk,,,,
654A PUNGGOL DRIVE WATERWAY SUNRISE II SINGAPORE 821654,HDB,1.396895,103.9208778,572,KADALOOR LRT STATION[PE5],walking,walk,268,OPP WATERWAY PR SCH (65569),walking,walk,291,WATERWAY PR SCH (65561),walking,walk,327,BEF PUNGGOL CTRL (65189),walking,walk,,,,
663A PUNGGOL DRIVE WATERWAY SUNBEAM SINGAPORE 821663,HDB,1.4002435,103.91708,102,KADALOOR LRT STATION[PE5],walking,walk,105,KADALOOR STN EXIT B (65321),walking,walk,113,KADALOOR STN EXIT A (65329),walking,walk,274,WATERWAY PR SCH (65561),walking,walk,,,,
664A PUNGGOL DRIVE WATERWAY SUNBEAM SINGAPORE 821664,HDB,1.3994322,103.9175107,116,KADALOOR LRT STATION[PE5],walking,walk,102,KADALOOR STN EXIT B (65321),walking,walk,162,KADALOOR STN EXIT A (65329),walking,walk,188,WATERWAY PR SCH (65561),walking,walk,,,,
665A PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 821665,HDB,1.4021277,103.9135785,98,OASIS LRT STATION[PE6],walking,walk,81,OASIS STN EXIT B/BLK 617D (65311),walking,walk,135,OASIS STN EXIT A (65319),walking,walk,299,OPP HORIZON PR SCH (65419),walking,walk,,,,
666A PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 821666,HDB,1.4015363,103.915078,268,KADALOOR LRT STATION[PE5],walking,walk,198,BLK 661A (65379),walking,walk,200,BLK 682A (65371),walking,walk,217,KADALOOR STN EXIT A (65329),walking,walk,,,,
667A PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 821667,HDB,1.4026003,103.9139714,145,OASIS LRT STATION[PE6],walking,walk,139,OASIS STN EXIT B/BLK 617D (65311),walking,walk,169,OASIS STN EXIT A (65319),walking,walk,257,BLK 682A (65371),walking,walk,,,,
676A PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 821676,HDB,1.4048271,103.9098707,152,DAMAI LRT STATION[PE7],walking,walk,56,DAMAI STN EXIT B (65301),walking,walk,82,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,
677A PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 821677,HDB,1.4052896,103.9092041,71,DAMAI LRT STATION[PE7],walking,walk,39,DAMAI STN EXIT A (65309),walking,walk,111,DAMAI STN EXIT B (65301),walking,walk,,,,,,,,
678A PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 821678,HDB,1.4056621,103.908719,48,DAMAI LRT STATION[PE7],walking,walk,92,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,,,,,
679A PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 821679,HDB,1.4059116,103.9082882,79,DAMAI LRT STATION[PE7],walking,walk,142,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,,,,,
612B PUNGGOL DRIVE DAMAI GROVE SINGAPORE 822612,HDB,1.4049386,103.9081572,57,DAMAI LRT STATION[PE7],walking,walk,108,DAMAI STN EXIT A (65309),walking,walk,127,BLK 604A (65099),walking,walk,175,DAMAI STN EXIT B (65301),walking,walk,,,,
613B PUNGGOL DRIVE DAMAI GROVE SINGAPORE 822613,HDB,1.4042771,103.9082778,112,DAMAI LRT STATION[PE7],walking,walk,120,DAMAI STN EXIT A (65309),walking,walk,131,BLK 604A (65099),walking,walk,151,DAMAI STN EXIT B (65301),walking,walk,,,,
616B PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 822616,HDB,1.4029256,103.9107865,225,OASIS LRT STATION[PE6],walking,walk,108,OPP PUNGGOL SEC SCH (65389),walking,walk,148,PUNGGOL SEC SCH (65381),walking,walk,188,OASIS STN EXIT A (65319),walking,walk,,,,
617B PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 822617,HDB,1.4021567,103.9121478,63,OASIS LRT STATION[PE6],walking,walk,57,OASIS STN EXIT A (65319),walking,walk,80,OASIS STN EXIT B/BLK 617D (65311),walking,walk,231,OPP PUNGGOL SEC SCH (65389),walking,walk,,,,
618B PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 822618,HDB,1.4014658,103.912122,110,OASIS LRT STATION[PE6],walking,walk,101,OASIS STN EXIT B/BLK 617D (65311),walking,walk,128,OASIS STN EXIT A (65319),walking,walk,235,OPP BLK 188 (65271),walking,walk,,,,
619B PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 822619,HDB,1.4028812,103.911042,197,OASIS LRT STATION[PE6],walking,walk,128,OPP PUNGGOL SEC SCH (65389),walking,walk,159,OASIS STN EXIT A (65319),walking,walk,168,PUNGGOL SEC SCH (65381),walking,walk,,,,
632B PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 822632,HDB,1.4008433,103.9131347,165,OASIS LRT STATION[PE6],walking,walk,133,OASIS STN EXIT B/BLK 617D (65311),walking,walk,174,HORIZON PR SCH (65411),walking,walk,178,OPP HORIZON PR SCH (65419),walking,walk,,,,
633B PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 822633,HDB,1.4012218,103.913397,139,OASIS LRT STATION[PE6],walking,walk,106,OASIS STN EXIT B/BLK 617D (65311),walking,walk,184,OASIS STN EXIT A (65319),walking,walk,203,HORIZON PR SCH (65411),walking,walk,,,,
635B PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 822635,HDB,1.4007999,103.9139809,215,OASIS LRT STATION[PE6],walking,walk,148,OPP HORIZON PR SCH (65419),walking,walk,151,HORIZON PR SCH (65411),walking,walk,184,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
636B PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 822636,HDB,1.4004079,103.9137505,236,OASIS LRT STATION[PE6],walking,walk,107,HORIZON PR SCH (65411),walking,walk,107,OPP HORIZON PR SCH (65419),walking,walk,204,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
637B PUNGGOL DRIVE THE MEADOWS SINGAPORE 822637,HDB,1.399496,103.9149545,168,KADALOOR LRT STATION[PE5],walking,walk,111,OPP HORIZON PR SCH (65419),walking,walk,122,HORIZON PR SCH (65411),walking,walk,137,KADALOOR STN EXIT A (65329),walking,walk,,,,
638B PUNGGOL DRIVE THE MEADOWS SINGAPORE 822638,HDB,1.3998244,103.915139,150,KADALOOR LRT STATION[PE5],walking,walk,109,KADALOOR STN EXIT A (65329),walking,walk,137,OPP HORIZON PR SCH (65419),walking,walk,149,HORIZON PR SCH (65411),walking,walk,,,,
640B PUNGGOL DRIVE THE MEADOWS SINGAPORE 822640,HDB,1.3991315,103.9159566,73,KADALOOR LRT STATION[PE5],walking,walk,78,KADALOOR STN EXIT B (65321),walking,walk,86,KADALOOR STN EXIT A (65329),walking,walk,225,OPP HORIZON PR SCH (65419),walking,walk,,,,
641B PUNGGOL DRIVE THE MEADOWS SINGAPORE 822641,HDB,1.3987921,103.9166252,86,KADALOOR LRT STATION[PE5],walking,walk,70,KADALOOR STN EXIT B (65321),walking,walk,133,KADALOOR STN EXIT A (65329),walking,walk,242,AFT PUNGGOL CTRL (65181),walking,walk,,,,
642B PUNGGOL DRIVE THE MEADOWS SINGAPORE 822642,HDB,1.3982845,103.9162553,143,KADALOOR LRT STATION[PE5],walking,walk,132,KADALOOR STN EXIT B (65321),walking,walk,178,KADALOOR STN EXIT A (65329),walking,walk,217,AFT PUNGGOL CTRL (65181),walking,walk,,,,
653B PUNGGOL DRIVE WATERWAY SUNRISE II SINGAPORE 822653,HDB,1.3977119,103.9196583,409,KADALOOR LRT STATION[PE5],walking,walk,114,OPP WATERWAY PR SCH (65569),walking,walk,137,WATERWAY PR SCH (65561),walking,walk,215,BEF PUNGGOL CTRL (65189),walking,walk,,,,
654B PUNGGOL DRIVE WATERWAY SUNRISE II SINGAPORE 822654,HDB,1.3975896,103.9210066,550,KADALOOR LRT STATION[PE5],walking,walk,232,OPP WATERWAY PR SCH (65569),walking,walk,253,WATERWAY PR SCH (65561),walking,walk,352,BEF PUNGGOL CTRL (65189),walking,walk,,,,
663B PUNGGOL DRIVE WATERWAY SUNBEAM SINGAPORE 822663,HDB,1.4007712,103.9173487,167,KADALOOR LRT STATION[PE5],walking,walk,167,KADALOOR STN EXIT A (65329),walking,walk,171,KADALOOR STN EXIT B (65321),walking,walk,252,BLK 661A (65379),walking,walk,,,,
664B PUNGGOL DRIVE WATERWAY SUNBEAM SINGAPORE 822664,HDB,1.4000648,103.9178515,164,KADALOOR LRT STATION[PE5],walking,walk,156,KADALOOR STN EXIT B (65321),walking,walk,193,KADALOOR STN EXIT A (65329),walking,walk,195,WATERWAY PR SCH (65561),walking,walk,,,,
665B PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 822665,HDB,1.4020406,103.9141411,161,OASIS LRT STATION[PE6],walking,walk,142,OASIS STN EXIT B/BLK 617D (65311),walking,walk,197,OASIS STN EXIT A (65319),walking,walk,254,BLK 682A (65371),walking,walk,,,,
666B PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 822666,HDB,1.4017967,103.9152781,282,KADALOOR LRT STATION[PE5],walking,walk,162,BLK 661A (65379),walking,walk,163,BLK 682A (65371),walking,walk,232,KADALOOR STN EXIT A (65329),walking,walk,,,,
667B PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 822667,HDB,1.4021107,103.9149166,246,OASIS LRT STATION[PE6],walking,walk,173,BLK 682A (65371),walking,walk,175,BLK 661A (65379),walking,walk,229,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
676B PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 822676,HDB,1.4048914,103.9102097,187,DAMAI LRT STATION[PE7],walking,walk,85,DAMAI STN EXIT B (65301),walking,walk,119,DAMAI STN EXIT A (65309),walking,walk,279,BLK 672A (65391),walking,walk,,,,
677B PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 822677,HDB,1.4053647,103.909509,105,DAMAI LRT STATION[PE7],walking,walk,62,DAMAI STN EXIT A (65309),walking,walk,110,DAMAI STN EXIT B (65301),walking,walk,,,,,,,,
678B PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 822678,HDB,1.4057617,103.90884,64,DAMAI LRT STATION[PE7],walking,walk,96,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,,,,,
679B PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 822679,HDB,1.4063169,103.908463,118,DAMAI LRT STATION[PE7],walking,walk,169,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,,,,,
612C PUNGGOL DRIVE DAMAI GROVE SINGAPORE 823612,HDB,1.4050777,103.9077599,91,DAMAI LRT STATION[PE7],walking,walk,98,BLK 604A (65099),walking,walk,153,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,
613C PUNGGOL DRIVE DAMAI GROVE SINGAPORE 823613,HDB,1.4039832,103.9086639,141,DAMAI LRT STATION[PE7],walking,walk,116,DAMAI STN EXIT B (65301),walking,walk,118,DAMAI STN EXIT A (65309),walking,walk,180,BLK 604A (65099),walking,walk,,,,
617C PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 823617,HDB,1.4019456,103.9124567,45,OASIS LRT STATION[PE6],walking,walk,45,OASIS STN EXIT B/BLK 617D (65311),walking,walk,70,OASIS STN EXIT A (65319),walking,walk,267,OPP PUNGGOL SEC SCH (65389),walking,walk,,,,
618C PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 823618,HDB,1.4016863,103.9118158,118,OASIS LRT STATION[PE6],walking,walk,121,OASIS STN EXIT A (65319),walking,walk,121,OASIS STN EXIT B/BLK 617D (65311),walking,walk,203,OPP PUNGGOL SEC SCH (65389),walking,walk,,,,
619C PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 823619,HDB,1.4023933,103.9106968,223,OASIS LRT STATION[PE6],walking,walk,71,OPP PUNGGOL SEC SCH (65389),walking,walk,109,PUNGGOL SEC SCH (65381),walking,walk,195,OASIS STN EXIT A (65319),walking,walk,,,,
632C PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 823632,HDB,1.4009901,103.9129282,143,OASIS LRT STATION[PE6],walking,walk,114,OASIS STN EXIT B/BLK 617D (65311),walking,walk,184,OASIS STN EXIT A (65319),walking,walk,199,HORIZON PR SCH (65411),walking,walk,,,,
635C PUNGGOL DRIVE EDGEDALE GREEN SINGAPORE 823635,HDB,1.4006543,103.9141867,243,OASIS LRT STATION[PE6],walking,walk,135,OPP HORIZON PR SCH (65419),walking,walk,139,HORIZON PR SCH (65411),walking,walk,211,OASIS STN EXIT B/BLK 617D (65311),walking,walk,,,,
637C PUNGGOL DRIVE THE MEADOWS SINGAPORE 823637,HDB,1.3991798,103.9150066,167,KADALOOR LRT STATION[PE5],walking,walk,121,OPP HORIZON PR SCH (65419),walking,walk,132,HORIZON PR SCH (65411),walking,walk,147,KADALOOR STN EXIT A (65329),walking,walk,,,,
638C PUNGGOL DRIVE THE MEADOWS SINGAPORE 823638,HDB,1.3996763,103.9153916,120,KADALOOR LRT STATION[PE5],walking,walk,84,KADALOOR STN EXIT A (65329),walking,walk,136,KADALOOR STN EXIT B (65321),walking,walk,161,OPP HORIZON PR SCH (65419),walking,walk,,,,
641C PUNGGOL DRIVE THE MEADOWS SINGAPORE 823641,HDB,1.3989402,103.9163726,69,KADALOOR LRT STATION[PE5],walking,walk,59,KADALOOR STN EXIT B (65321),walking,walk,108,KADALOOR STN EXIT A (65329),walking,walk,270,AFT PUNGGOL CTRL (65181),walking,walk,,,,
642C PUNGGOL DRIVE THE MEADOWS SINGAPORE 823642,HDB,1.3986007,103.9162033,110,KADALOOR LRT STATION[PE5],walking,walk,101,KADALOOR STN EXIT B (65321),walking,walk,143,KADALOOR STN EXIT A (65329),walking,walk,241,BLK 649 (65261),walking,walk,,,,
653C PUNGGOL DRIVE WATERWAY SUNRISE II SINGAPORE 823653,HDB,1.397251,103.9202566,493,KADALOOR LRT STATION[PE5],walking,walk,193,OPP WATERWAY PR SCH (65569),walking,walk,216,WATERWAY PR SCH (65561),walking,walk,262,BEF PUNGGOL CTRL (65189),walking,walk,,,,
654C PUNGGOL DRIVE WATERWAY SUNRISE II SINGAPORE 823654,HDB,1.3980732,103.9203187,458,KADALOOR LRT STATION[PE5],walking,walk,139,OPP WATERWAY PR SCH (65569),walking,walk,159,WATERWAY PR SCH (65561),walking,walk,299,BEF PUNGGOL CTRL (65189),walking,walk,,,,
663C PUNGGOL DRIVE WATERWAY SUNBEAM SINGAPORE 823663,HDB,1.4003655,103.9176319,157,KADALOOR LRT STATION[PE5],walking,walk,155,KADALOOR STN EXIT B (65321),walking,walk,175,KADALOOR STN EXIT A (65329),walking,walk,236,WATERWAY PR SCH (65561),walking,walk,,,,
665C PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 823665,HDB,1.4014916,103.9144591,212,OASIS LRT STATION[PE6],walking,walk,187,OASIS STN EXIT B/BLK 617D (65311),walking,walk,232,OPP HORIZON PR SCH (65419),walking,walk,237,HORIZON PR SCH (65411),walking,walk,,,,
676C PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 823676,HDB,1.4053314,103.9105868,225,DAMAI LRT STATION[PE7],walking,walk,149,DAMAI STN EXIT B (65301),walking,walk,167,DAMAI STN EXIT A (65309),walking,walk,223,BLK 672A (65391),walking,walk,,,,
677C PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 823677,HDB,1.4056506,103.9097496,139,DAMAI LRT STATION[PE7],walking,walk,104,DAMAI STN EXIT A (65309),walking,walk,142,DAMAI STN EXIT B (65301),walking,walk,,,,,,,,
678C PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 823678,HDB,1.4062118,103.9093728,139,DAMAI LRT STATION[PE7],walking,walk,143,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,,,,,
679C PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 823679,HDB,1.4064138,103.9088057,132,DAMAI LRT STATION[PE7],walking,walk,167,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,,,,,
305D PUNGGOL DRIVE TREELODGE@PUNGGOL SINGAPORE 824305,HDB,1.4058321,103.906791,207,DAMAI LRT STATION[PE7],walking,walk,155,BLK 604A (65099),walking,walk,,,,,,,,,,,,
306D PUNGGOL DRIVE TREELODGE@PUNGGOL SINGAPORE 824306,HDB,1.4060814,103.9064384,253,DAMAI LRT STATION[PE7],walking,walk,191,PUNGGOL VIEW PR SCH (65351),walking,walk,194,BLK 604A (65099),walking,walk,,,,,,,,
612D PUNGGOL DRIVE DAMAI GROVE SINGAPORE 824612,HDB,1.4047265,103.9076236,119,DAMAI LRT STATION[PE7],walking,walk,63,BLK 604A (65099),walking,walk,144,BLK 301A (65091),walking,walk,169,DAMAI STN EXIT A (65309),walking,walk,,,,
613D PUNGGOL DRIVE DAMAI GROVE SINGAPORE 824613,HDB,1.4038244,103.9089093,163,DAMAI LRT STATION[PE7],walking,walk,101,DAMAI STN EXIT B (65301),walking,walk,126,DAMAI STN EXIT A (65309),walking,walk,211,BLK 604A (65099),walking,walk,,,,
617D PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 824617,HDB,1.4016143,103.912808,73,OASIS LRT STATION[PE6],walking,walk,44,OASIS STN EXIT B/BLK 617D (65311),walking,walk,114,OASIS STN EXIT A (65319),walking,walk,267,HORIZON PR SCH (65411),walking,walk,,,,
618D PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 824618,HDB,1.4018413,103.9114662,145,OASIS LRT STATION[PE6],walking,walk,136,OASIS STN EXIT A (65319),walking,walk,155,OASIS STN EXIT B/BLK 617D (65311),walking,walk,161,OPP PUNGGOL SEC SCH (65389),walking,walk,,,,
619D PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 824619,HDB,1.4021173,103.9110815,181,OASIS LRT STATION[PE6],walking,walk,113,OPP PUNGGOL SEC SCH (65389),walking,walk,146,PUNGGOL SEC SCH (65381),walking,walk,159,OASIS STN EXIT A (65319),walking,walk,,,,
637D PUNGGOL DRIVE THE MEADOWS SINGAPORE 824637,HDB,1.3990576,103.9154647,124,KADALOOR LRT STATION[PE5],walking,walk,117,KADALOOR STN EXIT A (65329),walking,walk,131,KADALOOR STN EXIT B (65321),walking,walk,173,OPP HORIZON PR SCH (65419),walking,walk,,,,
642D PUNGGOL DRIVE THE MEADOWS SINGAPORE 824642,HDB,1.3987975,103.9158457,108,KADALOOR LRT STATION[PE5],walking,walk,108,KADALOOR STN EXIT B (65321),walking,walk,125,KADALOOR STN EXIT A (65329),walking,walk,222,OPP HORIZON PR SCH (65419),walking,walk,,,,
653D PUNGGOL DRIVE SINGAPORE 824653,HDB,1.3970391,103.9205236,530,KADALOOR LRT STATION[PE5],walking,walk,230,OPP WATERWAY PR SCH (65569),walking,walk,253,WATERWAY PR SCH (65561),walking,walk,288,BEF PUNGGOL CTRL (65189),walking,walk,,,,
654D PUNGGOL DRIVE WATERWAY SUNRISE II SINGAPORE 824654,HDB,1.3985235,103.9196729,374,KADALOOR LRT STATION[PE5],walking,walk,54,OPP WATERWAY PR SCH (65569),walking,walk,72,WATERWAY PR SCH (65561),walking,walk,270,BEF PUNGGOL CTRL (65189),walking,walk,,,,
676D PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 824676,HDB,1.4056409,103.9109233,265,DAMAI LRT STATION[PE7],walking,walk,179,BLK 672A (65391),walking,walk,186,BLK 670A (65399),walking,walk,200,DAMAI STN EXIT B (65301),walking,walk,,,,
677D PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 824677,HDB,1.4058804,103.9101587,190,DAMAI LRT STATION[PE7],walking,walk,154,DAMAI STN EXIT A (65309),walking,walk,176,DAMAI STN EXIT B (65301),walking,walk,,,,,,,,
679D PUNGGOL DRIVE WATERWAY BROOKS SINGAPORE 824679,HDB,1.4066405,103.9084376,155,DAMAI LRT STATION[PE7],walking,walk,203,DAMAI STN EXIT A (65309),walking,walk,,,,,,,,,,,,
217 SUMANG WALK MATILDA PORTICO SINGAPORE 820217,HDB,1.4028576,103.8956154,327,SOO TECK LRT STATION[PW7],walking,walk,69,BLK 218 (65571),walking,walk,90,BLK 258A (65579),walking,walk,134,TWIN WATERFALLS (65431),walking,walk,,,,
218 SUMANG WALK MATILDA PORTICO SINGAPORE 820218,HDB,1.4032271,103.895387,311,SOO TECK LRT STATION[PW7],walking,walk,32,BLK 218 (65571),walking,walk,80,BLK 258A (65579),walking,walk,154,BLK 259 CP (65499),walking,walk,,,,
219 SUMANG WALK MATILDA PORTICO SINGAPORE 820219,HDB,1.4024314,103.8961988,339,SOO TECK LRT STATION[PW7],walking,walk,58,TWIN WATERFALLS (65431),walking,walk,79,AFT TPE (65439),walking,walk,126,BLK 258A (65579),walking,walk,,,,
256 SUMANG WALK PUNGGOL OPAL SINGAPORE 820256,HDB,1.4055349,103.8955145,199,SOO TECK LRT STATION[PW7],walking,walk,124,OPP BLK 259 CP (65491),walking,walk,124,BLK 259 CP (65499),walking,walk,198,SOO TECK STN (65149),walking,walk,,,,
257 SUMANG WALK PUNGGOL OPAL SINGAPORE 820257,HDB,1.4052356,103.8956418,183,SOO TECK LRT STATION[PW7],walking,walk,106,OPP BLK 259 CP (65491),walking,walk,106,BLK 259 CP (65499),walking,walk,167,SOO TECK STN (65149),walking,walk,,,,
321 SUMANG WALK PUNGGOL BAYVIEW SINGAPORE 820321,HDB,1.4104377,103.8970905,275,SUMANG LRT STATION[PW6],walking,walk,62,BLK 322 CP (65451),walking,walk,72,OPP BLK 322 CP (65459),walking,walk,289,OPP BLK 315B (65441),walking,walk,,,,
